solvability,accuracy,appropriateness,topic,addition,subtraction,multiplication,division,fractions,decimals,no_ops,total_ops,good,question,solution,answer,gpt35,gpt4,llama,llema,mammoth,mathwell,fkgl,ndc,question_length,solution_length
0,,,0,,,,,,,,,0,"A college football stadium has 17 rows of seats.The first row has 13 seats, and each row has 3 more seats than the one above it. How many seats are there in total?","def solution():
    #Number of rows
    rows = 17
    #Seats in first row
    first_row_seats = 13
    #Seats in second row are 3 more
    second_row_seats = first_row_seats + 3
    #Seats in third row are 3 more
    third_row_seats = second_row_seats + 3
    #Repeat the number of more seats for each row until we get the last row
    last_row_seats = third_row_seats + (3 * (rows - 3))
    #Number of seats is the sum of all seats in the rows
    return result",5,0,0,0,1,0,0,2.9,7.53,45,160
1,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,There are 16 dogs in a dog park. 4 of the dogs are Labrador Retrievers. 5 are Golden Retrievers. 3 are German Shepherds. The rest are Chihuahuas. How many Chihuahuas are there?,"def solution():
    #Total dogs
    total_dogs = 16
    #Labrador Retrievers
    lab_retrievers = 4
    #Golden Retrievers
    golden_retrievers = 5
    #German Shepherds
    german_shepherds = 3
    #Chihuahuas
    chihuahuas = total_dogs - lab_retrievers - golden_retrievers - german_shepherds
    return chihuahuas",4,0,0,1,0,0,0,1.8,8.83,59,128
1,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,Iron Man has 25 armors and 15 weapons. He bought 10 more armors and 5 more weapons. How many total items does Iron Man have?,"def solution():
    # Iron Man started with 25 armors and 15 weapons
    armors_initial = 25
    weapons_initial = 15
    # He bought 10 more armors and 5 more weapons
    armors_bought = 10
    weapons_bought = 5
    # The answer is
    result = armors_initial + armors_bought + weapons_initial + weapons_bought
    return result",55,0,0,0,0,1,0,0.6,9.1,38,109
1,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,"Naruto has 1000 ryo. 100 of the ryo are gold ryo, 200 of the ryo are silver ryo, and the rest are bronze ryo. How many bronze ryo does he have?","def solution():
    #Naruto has 1000 ryo
    ryo_total = 1000
    #100 of the ryo are gold ryo
    ryo_gold = 100
    #200 of the ryo are silver ryo
    ryo_silver = 200
    #The rest are bronze ryo. The answer is
    ryo_bronze = ryo_total - ryo_gold - ryo_silver
    return ryo_bronze",700,0,0,1,0,0,0,1.4,7.2,55,129
1,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,The basketball team has 10 players. Each player has 2 shoes. How many shoes does the team have?,"def solution():
    # number of players
    players = 10
    # number of shoes per player
    shoes_per_player = 2
    # calculate total number of shoes
    total_shoes = players * shoes_per_player
    return total_shoes
print(solution())",20,0,0,0,0,1,0,0.9,8.32,27,76
1,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,"Thor has 1000 Mjolnirs. He uses 500 of them to fight the Frost Giants, and 200 of them to fight the Dark Elves. How many Mjolnirs does he have left?","def solution():
    #Thor started with 1000 Mjolnirs
    mjolnirs_initial = 1000
    #He used 500 of them to fight the Frost Giants
    mjolnirs_used_frost_giants = 500
    #And 200 of them to fight the Dark Elves
    mjolnirs_used_dark_elves = 200
    #The answer is
    result = mjolnirs_initial - mjolnirs_used_frost_giants - mjolnirs_used_dark_elves
    return result",300,0,0,1,0,0,0,1.3,8.34,56,157
0,,,1,,,,,,,,,0,Unicorns eat 564 bushels of hay each day. My unicorn is half as fast as a horse. My horse eats 720 bushels of hay in 3 nights. How many candy unicorns does my unicorn eat each day?,"def solution():
    #Unicorns eat 564 bushels of hay each day
    unicorn_hay_per_day = 564
    #My unicorn is half as fast as a horse
    horse_unicorn_speed_ratio = 1 / 2
    #My horse eats 720 bushels of hay in 3 nights
    horse_hay_per_night = 720 / 3
    #My unicorn eats
    unicorn_hay_per_night = horse_hay_per_night * horse_unicorn_speed_ratio
    #The answer is
    result = unicorn_hay_per_night
    return result",120.0,0,0,0,1,0,0,1.0,7.51,64,172
0,,,1,,,,,,,,,0,"A T-Rex weighs 2000 pounds. A Triceratops weighs 2000 pounds. Triceratops and T-Rex walk down a dirt road. At the end of the road, 600 Triceratops turn left. At the end of the road, 100 T-Rex turn right. How many Triceratops and T-Rex are left standing on the road?
","def solution():
    #A T-Rex weighs 2000 pounds
    t_rex_weight = 2000
    #A Triceratops weighs 2000 pounds
    triceratops_weight = 2000
    #Triceratops and T-Rex walk down a dirt road
    return result",5,0,0,0,1,0,0,0.6,6.94,106,91
1,1.0,1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,Captain America can run 10 miles per hour. He is 100 miles from the White House. How many hours does it take for him to get there?,"def solution():
    #Captain America can run 10 miles per hour
    captain_speed = 10
    #He is 100 miles from the White House
    miles_to_WhiteHouse = 100
    #The answer is
    result = miles_to_WhiteHouse / captain_speed
    return result",10.0,0,0,0,0,1,0,0.9,7.01,36,80
0,,,1,,,,,,,,,0,"Thor can throw his hammer with a force of 10,000,000 Newtons.  If a person weighs 70 kilograms, how much force would be needed to levitate that person?","def solution():
    # Thor can throw his hammer with a force of 10,000,000 Newtons
    thor_force = 10000000
    # A person weighs 70 kilograms
    person_weight = 70
    # The answer is
    result = thor_force - person_weight
    return result",9999930,0,0,0,1,0,0,5.0,10.15,51,89
1,1.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0,"There are 1000 dinosaurs in total. Out of these, 100 are allergic to peanuts, 200 are allergic to almonds, and 50 are allergic to both. How many dinosaurs have no allergies?","def solution():
    total_dinosaurs = 1000
    peanut_allergic_dinosaurs = 100
    almond_allergic_dinosaurs = 200
    both_allergic_dinosaurs = 50
    no_allergies_dinosaurs = total_dinosaurs - peanut_allergic_dinosaurs - almond_allergic_dinosaurs + both_allergic_dinosaurs
    return no_allergies_dinosaurs
print(solution())",750,0,0,0,0,1,0,4.9,9.24,66,135
1,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,Hello Kitty has 5 apples and 3 bananas. She wants to give 1 apple to her friend. How many fruits does she have left after giving away the apple?,"def solution():
    #Hello Kitty has 5 apples and 3 bananas
    apples = 5
    bananas = 3
    #She wants to give 1 apple to her friend
    give_away_apples = 1
    #How many fruits does she have left after giving away the apple?
    remaining_fruits = apples - give_away_apples + bananas
    return remaining_fruits
print(solution())",7,0,0,0,0,1,0,3.5,7.93,41,108
1,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,"I have 2000 materials to build with. I use 1000 to build a wall, 750 to build a ramp, and 250 to build a floor. How many materials do I have left?","def solution():
    #I have 2000 materials to build with
    materials_initial = 2000
    #I use 1000 to build a wall
    materials_wall = 1000
    #I use 750 to build a ramp
    materials_ramp = 750
    #I use 250 to build a floor
    materials_floor = 250
    #The answer is
    result = materials_initial - materials_wall - materials_ramp - materials_floor
    return result",0,0,0,1,0,0,0,2.7,7.13,53,132
1,1.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0,"Captain America throws 100 shields. He throws 20 shields in the morning, 30 shields in the afternoon, and the rest in the evening. How many shields does he throw in the evening?","def solution():
    #Captain America throws 100 shields
    shields_thrown = 100
    #He throws 20 shields in the morning
    shields_thrown_morning = 20
    #He throws 30 shields in the afternoon
    shields_thrown_afternoon = 30
    #The answer is
    result = shields_thrown - shields_thrown_morning - shields_thrown_afternoon
    return result",50,0,0,1,0,0,0,2.7,6.63,49,120
1,1.0,1.0,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1,A wild Pikachu appears. You throw a Pokéball at it. The chance of catching a Pikachu is 1/3. What is the probability of not catching the Pikachu?,"def solution():
    # The probability of catching a Pikachu is 1/3
    probability_catching_pikachu = 1/3
    # The probability of not catching the Pikachu is 1 - probability_catching_pikachu
    probability_not_catching_pikachu = 1 - probability_catching_pikachu
    return probability_not_catching_pikachu
print(solution())",0.6666666666666667,0,0,0,0,1,0,2.4,8.07,48,111
1,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,There are 1000 Pokémon. 200 of them are in the United States. 100 of them are in Canada. 300 of them are in the United Kingdom. 400 of them are in France. How many Pokémon are in the United Kingdom?,"def solution():
    #Total number of Pokémon
    total_pokemon = 1000
    #Number of Pokémon in the United States, Canada, United Kingdom, and France
    pokemon_united_states = 200
    pokemon_canada = 100
    pokemon_united_kingdom = 300
    pokemon_france = 400
    #The answer is
    result = pokemon_united_kingdom
    return result",300,0,0,1,0,0,0,1.2,7.13,67,121
1,1.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,"Wakanda has 20,000,000 citizens. 1,000,000 of them are under the age of 18. How many citizens are over the age of 18?","def solution():
    #Wakanda has 20,000,000 citizens
    wakanda_citizens = 20000000
    #1,000,000 of them are under the age of 18
    under_18_citizens = 1000000
    #How many citizens are over the age of 18?
    result = wakanda_citizens - under_18_citizens
    return result",19000000,0,0,1,0,0,0,2.6,8.3,51,122
1,1.0,0.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0,"Iron Man's armor is 5'6"" and his Arc Reactor is 10' long. How many Iron Men could lie end-to-end in the Arc Reactor?","def solution():
    #Iron Man's armor is 5'6""
    iron_man_height = 5 * 12 + 6
    #The Arc Reactor is 10' long
    arc_reactor_length = 10 * 12
    #The answer is
    result = arc_reactor_length / iron_man_height
    return result
print(solution())",1.8181818181818181,0,0,0,0,1,0,4.2,8.33,42,98
1,1.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0,"The Toyota company sells 80 Corolla cars, 77 Camery cars, and 57 Cressida cars. If each type of car sells for \$20,000, how much money does Toyota earn?","def solution():
    #Corolla cars
    corolla_cars = 80
    #Camery cars
    camery_cars = 77
    #Cressida cars
    cressida_cars = 57
    #Each type of car sells for 20,000
    price_per_car = 20000
    #Money earned
    money_earned = corolla_cars * price_per_car + camery_cars * price_per_car + cressida_cars * price_per_car
    return money_earned",4280000,0,0,0,1,0,0,5.2,11.1,56,147
1,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,There are 20 unicorns in the world. Each unicorn has 100 rainbows. The rainbows are shared among the unicorns. How many rainbows does each unicorn have?,"def solution():
    #Number of unicorns
    unicorns = 20
    #Number of rainbows each unicorn has
    rainbows_per_unicorn = 100
    #Total number of rainbows
    total_rainbows = unicorns * rainbows_per_unicorn
    #The answer is
    result = total_rainbows / unicorns
    return result
print(result)",100.0,0,0,0,0,1,0,2.3,7.6,52,110
1,1.0,0.0,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0,Wonder Woman is the Princess of the Amazons. She is very strong and fast. She can run 100 meters in 10 seconds. How fast is she in miles per hour?,"def solution():
    #Convert 100 meters to miles
    meters_to_miles = 100 / 1609.34
    #Convert 10 seconds to hours
    seconds_to_hours = 10 / 3600
    #Calculate the speed in miles per hour
    speed_mph = meters_to_miles / seconds_to_hours
    return speed_mph
print(solution())",22.369418519393044,0,0,0,0,1,0,1.5,7.69,42,109
1,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,The Boston Celtics have 17 championships. The Los Angeles Lakers have 16. The Golden State Warriors have 6. How many more championships do the Celtics and Lakers have than the Warriors?,"def solution():
    #The Boston Celtics have 17 championships
    celtics_championships = 17
    #The Los Angeles Lakers have 16
    lakers_championships = 16
    #The Golden State Warriors have 6
    warriors_championships = 6
    #The answer is
    result = celtics_championships + lakers_championships - warriors_championships
    return result",27,0,0,1,0,0,0,4.0,9.12,51,112
0,,,1,,,,,,,,,0,There are 5 Hello Kitty balloons floating in the air. How many Hello Kitty balloons are floating in the air if 3 more balloons float away? How many Hello Kitty balloons are floating in the air if 8 Hello Kitty balloons float away?,"def solution():
    #There are 5 Hello Kitty balloons in the air
    kitty_total_balloons = 5
    #3 balloons float away
    kitty_balloons_floated_away = 3
    #5-3 = 2 balloons
    kitty_balloons_left = kitty_total_balloons - kitty_balloons_floated_away
    #The answer is
    result = kitty_balloons_left
    return result",2,0,0,0,1,0,0,6.5,6.18,68,132
0,,,1,,,,,,,,,0,Barbie has 2000 dresses. She wears 1000 dresses on Tuesday and 500 dresses on Wednesday. How many dresses does she have left?,"def solution():
    #Barbie started with 2000 dresses
    dresses_initial = 2000
    #She wore 1000 dresses on Tuesday
    dresses_worn_tuesday = 1000
    #She wore 500 dresses on Wednesday
    dresses_worn_wednesday = 500
    #The answer is
    result = dresses_initial - dresses_worn_tuesday - dresses_worn_wednesday
    return result",500,0,0,1,0,0,0,2.6,8.3,47,132
0,,,1,,,,,,,,,0,"If a bag of candy has 100 pieces and you eat 2 pieces every minute, how many pieces of candy are left after 1 hour?","def solution():
    # define the initial number of candies and the number of candies eaten per minute
    initial_candies = 100
    candies_eaten_per_minute = 2

    # calculate the number of candies left after 1 hour (60 minutes)
    candies_left = initial_candies - candies_eaten_per_minute * 60

    # print the result
    return candies_left",-20,0,0,0,0,1,0,8.3,7.4,35,112
1,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,Spiderman can shoot 10 webs per minute. How many webs can he shoot in 10 minutes?,"def solution():
    #Spiderman can shoot 10 webs per minute
    webs_per_minute = 10
    #The answer is
    result = webs_per_minute * 10
    return result",100,0,0,1,0,0,0,1.7,8.97,27,57
0,,,1,,,,,,,,,0,"Naruto is training at the dojo. 
He has 100 missions to do, and his goal is to complete all the missions in 15 minutes. 
If he completes all the missions in 15 minutes, how many seconds do we need?","def solution():
    #Naruto has 100 missions to do
    missions = 100
    #If he completes all the missions in 15 minutes, he completes
    missions_per_minute = missions / 15
    #one mission every 1.5 seconds. The answer is
    result = 1.5 / missions_per_minute
    return result",0.22499999999999998,0,0,0,1,0,0,4.8,8.33,62,99
1,1.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,The T-Rex is the most ferocious dinosaur in the land. It has 3 heads and each head has 3 teeth. How many teeth does the T-Rex have in total?,"def solution():
    # The T-Rex has 3 heads
    heads = 3
    # Each head has 3 teeth
    teeth_per_head = 3
    # The answer is
    result = heads * teeth_per_head
    return result",9,0,0,0,0,1,0,1.2,7.93,45,62
0,,,1,,,,,,,,,0,Patrick Mahomes threw 50 touchdown passes this season. 30 of them were to wide receivers. 20 of them were to tight ends. How many touchdown passes did Patrick Mahomes throw to running backs?,"def solution():
    #Total number of touchdown passes
    total_touchdowns = 50
    #Number of touchdowns to wide receivers
    touchdowns_to_wr = 30
    #Number of touchdowns to tight ends
    touchdowns_to_te = 20
    #The answer is
    result = total_touchdowns - touchdowns_to_wr - touchdowns_to_te
    return result",0,0,0,1,0,0,0,3.0,8.83,52,108
1,1.0,1.0,1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,1,There are 6 Pokémon. 4 of them are 2 feet tall. 2 of them are 3 feet tall. How tall is the average Pokémon?,"def solution():
    #The number of Pokémon
    num_pokemon = 6
    #The number of Pokémon that are 2 feet tall
    pokemon_2ft = 4
    #The number of Pokémon that are 3 feet tall
    pokemon_3ft = 2
    #The average height is
    average_height = (pokemon_2ft * 2 + pokemon_3ft * 3) / num_pokemon
    return average_height
print(solution())",2.3333333333333335,0,0,0,0,1,0,0.9,7.88,38,124
1,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,"Thor is the God of Thunder. 
He can throw his hammer 200 feet. 
If he throws his hammer 10 times, how far does his hammer travel?","def solution():
    #Thor can throw his hammer 200 feet
    hammer_distance = 200
    #He throws his hammer 10 times
    hammer_throws = 10
    #The answer is
    result = hammer_distance * hammer_throws
    return result",2000,0,0,1,0,0,0,2.0,7.71,44,77
1,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,"Taylor Swift sells 102,130 pairs of her perfume 'Perfectly Perfume' in one month. 

73,796 pairs of her perfume 'Scented' and 15,513 pairs of her perfume 'Renegade' are also sold in the same month. 
How many perfume products were sold in total if every single perfume product sold belongs to one of those 3 brands?","def solution():
    #Number of perfume products sold
    perfume_products_sold = 102130 + 73796 + 15513
    #Answer is
    return perfume_products_sold
 ",191439,0,0,0,1,0,0,6.8,10.09,104,61
1,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,Spiderman shoots 10 webs per second. He shoots for 5 seconds. How many webs does he shoot?,"def solution():
    # Spiderman shoots 10 webs per second
    webs_per_second = 10
    # He shoots for 5 seconds
    seconds = 5
    # The answer is
    result = webs_per_second * seconds
    return result",50,0,0,0,0,1,0,0.8,10.42,30,69
1,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,"The basketball team scored 20 points in the first quarter, 30 points in the second quarter, 10 points in the third quarter and 40 points in the fourth quarter. What was the total score of the basketball team?","def solution():
    # define the scores in each quarter
    quarter1 = 20
    quarter2 = 30
    quarter3 = 10
    quarter4 = 40
    # calculate the total score
    total_score = quarter1 + quarter2 + quarter3 + quarter4
    return total_score
print(solution())",100,0,0,0,0,1,0,7.2,7.9,51,81
1,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,"The Power Rangers are eating pizza. The Red Ranger ate 4 slices, the Blue Ranger ate 3 slices, the Black Ranger ate 2 slices, and the Yellow Ranger ate 1 slice. 

How many slices of pizza did the Power Rangers eat in all?","def solution():
    #Red Ranger ate 4 slices
    red_ranger_slices = 4
    #Blue Ranger ate 3 slices
    blue_ranger_slices = 3
    #Black Ranger ate 2 slices
    black_ranger_slices = 2
    #Yellow Ranger ate 1 slice
    yellow_ranger_slices = 1
    #The answer is
    result = red_ranger_slices + blue_ranger_slices + black_ranger_slices + yellow_ranger_slices
    return result",10,0,0,1,0,0,0,3.0,7.65,75,145
1,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,"Serena Williams has 23 Grand Slam titles. She has 7 Australian Open titles, 7 Wimbledon titles, 6 US Open titles, and 3 French Open titles. How many titles does she have at the Australian Open and Wimbledon combined?","def solution():
    #Serena Williams has 23 Grand Slam titles
    titles_total = 23
    #She has 7 Australian Open titles
    titles_australian_open = 7
    #7 Wimbledon titles
    titles_wimbledon = 7
    #6 US Open titles
    titles_us_open = 6
    #and 3 French Open titles
    titles_french_open = 3
    #The answer is
    result = titles_australian_open + titles_wimbledon
    return result",14,0,0,1,0,0,0,5.9,8.42,59,134
0,,,1,,,,,,,,,0,"Malcolm is shooting three-point shots, and he shoots 42% overall. If Malcolm attempts 60% more three-point shots than two-point shots, how many more three-point shots must he attempt in order to have attempted an equal number of two-point and three-point shots?","def solution():
    two_pointers = 20
    three_pointers = 60
    total_shots = 40
    #Two-point shots
    #Two-pointers/total*100%
    two_pointers_percent = two_pointers / total_shots * 100
    #Three-point shots
    #Three-pointers/total*100%
    three_pointers_percent = three_pointers / total_shots * 100
    #The answer is
    result = three_pointers - two_pointers
    return result",40,0,0,0,1,0,0,10.1,8.5,74,147
1,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,Spiderman swings through the city at a rate of 100 feet per second. He swings for 20 seconds. How far does he swing?,"def solution():
    #Spiderman swings through the city at a rate of 100 feet per second
    distance_per_second = 100
    #He swings for 20 seconds
    seconds = 20
    #The answer is
    result = distance_per_second * seconds
    return result",2000,0,0,1,0,0,0,1.6,8.14,36,77
0,,,1,,,,,,,,,0,Captain America can lift 500 pounds.,"def solution():
    #Captain America can lift 500 pounds
    captain_america_weight = 500
    return captain_america_weight",500,0,0,0,1,0,0,4.5,9.2,11,39
1,1.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,Batman is a superhero. He can punch 20 bad guys at a time. 200 bad guys were in a bank. How many times did he have to punch the bad guys to get them all?,"def solution():
    # Batman can punch 20 bad guys at a time
    punch_per_time = 20
    # 200 bad guys were in a bank
    bad_guys = 200
    # The answer is
    result = bad_guys // punch_per_time
    if bad_guys % punch_per_time != 0:
        result += 1
    return result",10,0,0,0,0,1,0,0.8,6.78,50,105
1,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,"Thor, the God of Thunder can throw his hammer 10 times a day and he does this for 5 days of the week. How many times did he throw his hammer in 4 weeks?","def solution():
    #Thor can throw his hammer 10 times a day
    hammer_throws_per_day = 10
    #He does this for 5 days of the week
    days_per_week = 5
    #There are 4 weeks
    weeks = 4
    #The answer is
    result = hammer_throws_per_day * days_per_week * weeks
    return result
print(solution())",200,0,0,0,0,1,0,4.0,7.73,45,109
1,0.0,1.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0,"Steph Curry is one of the all-time greatest NBA three-point shooters. In his career, he has made 2547 3-pointers. This accounts for 40% of his total field goals. How many non-three-point field goals did he make?","def solution():
    #There were 2547 three-pointers
    three_pointers = 2547
    #The 2547 three-pointers accounted for 40% of his total field goals
    three_pointers_percent = 40
    #Calculating the total field goals he made
    total_field_goals = (three_pointers / three_pointers_percent) * 100
    #The correct answer is the total difference between all the baskets and the three-pointers he made
    result = total_field_goals - three_pointers
    return result",3820.5,0,0,0,1,0,0,4.4,10.22,63,148
0,,,1,,,,,,,,,0,There are 38 dogs in the park. 24 dogs are playing fetch. 12 dogs are running. How many dogs are just sitting around?,"def solution():
    #total number of dogs
    total_dogs = 38
    #dogs playing fetch
    dogs_playing_fetch = 24
    #dogs running
    dogs_running = 12
    #dogs sitting around
    dogs_sitting_around = total_dogs - dogs_playing_fetch - dogs_running
    return dogs_sitting_around
print(solution())",2,0,0,0,0,1,0,-0.4,8.04,34,101
1,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,"A football team has 22 players on its roster. 4 of the players are quarterbacks, 6 are running backs, 7 are wide receivers, 2 are tight ends, and the rest are offensive linemen. How many offensive linemen are there?","def solution():
    #Total players on the roster
    total_players = 22
    #Number of quarterbacks
    qbs = 4
    #Number of running backs
    rbs = 6
    #Number of wide receivers
    wrs = 7
    #Number of tight ends
    tes = 2
    #Number of offensive linemen
    ol = total_players - qbs - rbs - wrs - tes
    return ol",3,0,0,1,0,0,0,6.0,9.54,62,115
0,,,1,,,,,,,,,0,"A local ice cream place offers chocolate, caramel sauce, cherry syrup, macadamia nuts, and marshmallows. You can only pick 3 toppings from the list. How many different ice cream flavors are possible?","def solution():
    #5 different toppings to choose from
    toppings = 5
    #The answer is:
    possible = toppings * (toppings - 1) * (toppings - 2)
    return possible",60,0,0,0,1,0,0,5.1,9.6,60,54
0,,,1,,,,,,,,,0,A train is 400 feet long and is going 50 miles per hour. How many seconds does it take the train to pass a sign?,"def solution():
    #A train is 400 feet long
    train_length = 400
    #and is going 50 miles per hour
    miles_per_hour = 50
    #1 mile is 5280 feet
    miles_feet = miles_per_hour * 5280
    #So, 50 miles per hour is
    miles_feet_per_hour = miles_feet / miles_per_hour
    #The answer is
    result = train_length / miles_feet_per_hour
    return result",0.07575757575757576,0,0,0,1,0,0,2.3,7.41,33,138
1,1.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,"You gave Hello Kitty a bottle of water. You used a pitcher and poured in 2L. Then you poured in 1L in a second time. Finally, you poured in 3L in a third time. There was still 3L left. How much water could the bottle hold?","def solution():
    #You gave Hello Kitty a bottle of water. You used a pitcher and poured in 2L
    poured_first = 2
    #Then you poured in 1L in a second time
    poured_second = 1
    #and 3L in a third time
    poured_third = 3
    #There was still 3L left
    left_over = 3
    #The answer is
    result = poured_first + poured_second + poured_third + left_over
    return result",9,0,0,0,1,0,0,1.6,5.39,70,134
0,,,1,,,,,,,,,0,"The basketball team has 10 players. The team has 3 guards, 2 forwards, and 1 center. How many players are there on the team that are not centers?","def solution():
    #Total players on the team
    total_players = 10
    #Number of centers on the team
    centers = 1
    #Number of players that are not centers
    not_centers = total_players - centers
    return not_centers
print(solution())",9,0,0,0,0,1,0,3.4,9.17,42,77
1,0.0,1.0,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,0,A lacrosse team has 12 lacrosse players. 1/3 of the lacrosse players live in Richmond. 1/4 of the lacrosse players live in San Francisco. 1/6 of the lacrosse players live in Miami. How many lacrosse players live in other cities?,"def solution():
    #A lacrosse team has 12 lacrosse players
    lacrosse_players = 12
    #1/3 of the lacrosse players live in Richmond
    lacrosse_players_richmond = lacrosse_players / 3
    #1/4 of the lacrosse players live in San Francisco
    lacrosse_players_sf = lacrosse_players / 4
    #1/6 of the lacrosse players live in Miami
    lacrosse_players_miami = lacrosse_players / 6
    #The number of lacrosse players living in other cities is
    result = lacrosse_players - lacrosse_players_richmond
    return result",8.0,0,0,0,1,0,0,2.9,8.77,69,179
1,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,The lacrosse team has 20 players. Each player has 2 sticks. How many sticks are there in total?,"def solution():
    # number of players
    players = 20
    # number of sticks each player has
    sticks_per_player = 2
    # calculate total number of sticks
    total_sticks = players * sticks_per_player
    return total_sticks
print(solution())",40,0,0,0,0,1,0,0.9,9.2,29,75
1,1.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0,"A ice cream shop has 200 flavors. 50 of them are chocolate, 30 of them are strawberry, and the rest are vanilla. How many vanilla flavors does the shop have?","def solution():
    total_flavors = 200
    chocolate = 50
    strawberry = 30
    vanilla = total_flavors - chocolate - strawberry
    return vanilla",120,0,0,0,0,1,0,2.5,6.76,52,57
1,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,Captain Marvel can fly 1000 miles per hour. She flies 1000 miles per hour 3 times in a row. How far has she flown?,"def solution():
    #Captain Marvel can fly 1000 miles per hour
    fly_speed = 1000
    #She flies 1000 miles per hour 3 times in a row
    fly_times = 3
    #The answer is
    result = fly_speed * fly_times
    return result",3000,0,0,1,0,0,0,0.5,8.64,39,80
1,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,Thor can throw 15 lightning bolts per second. How many lightning bolts can he throw in 10 minutes?,"def solution():
    #Thor can throw 15 lightning bolts per second
    lightning_bolts_per_second = 15
    #10 minutes is 600 seconds
    seconds_10_minutes = 600
    #The answer is
    result = lightning_bolts_per_second * seconds_10_minutes
    return result",9000,0,0,1,0,0,0,2.1,9.35,29,92
1,1.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0,"A field hockey team has 25 players. They are 4 goalies, 5 defenders, 2 midfielders, and the rest are attackers. How many attackers are there?","def solution():
    #The total number of players
    total_players = 25
    #The number of goalies, defenders, and midfielders
    goalies = 4
    defenders = 5
    midfielders = 2
    #The number of attackers is
    attackers = total_players - goalies - defenders - midfielders
    return attackers",14,0,0,0,1,0,0,4.2,10.36,43,93
1,1.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,Spiderman can lift 10 tons. 1 ton is 2000 pounds. How many pounds can Spiderman lift?,"def solution():
    spiderman_lift_tons = 10
    tons_to_pounds = 2000
    result = spiderman_lift_tons * tons_to_pounds
    return result
print(solution())",20000,0,0,0,0,1,0,1.8,9.82,31,61
